intelligence_id,title,source_type,source_path_or_url,published_at,collected_at,market_scope,topic_tags,strategy_tags,evidence_type,quality_score,novelty_score,actionability_score,data_availability,bias_risk,recommended_action,status,linked_strategy_task,reviewed_at
INT-AUTO-46c3bce7922e,Quantitative Investment Strategy Cases,paper,https://doi.org/10.1201/9781315382197-6,2018,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-050869ad746f,CNN-BiLSTM-Attention Based Stock Price Prediction and Quantitative Investment Strategy,paper,https://doi.org/10.54097/jxs44k42,2024,2026-06-23,,deep-learning,ml-baseline,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-f6ec9f1af432,Research on stock quantitative investment strategy based on ARIMA-GARCH-MLP Model,paper,https://doi.org/10.1109/tocs56154.2022.10015947,2022,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-a8bb64257e1f,A stock-picking strategy,paper,https://doi.org/10.7551/mitpress/3951.003.0006,1998,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-e437fdcd5a39,The Stock Investment Strategy at Company Acquisition,paper,https://doi.org/10.18775/ijmsba.1849-5664-5419.2014.23.1003,2014,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-643f63ced2c9,Jagged Stock Investment Strategy,paper,https://doi.org/10.2139/ssrn.3139248,,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-e889a1f2d854,A multivariate analysis of the contrarian investment strategy in the Japanese stock market,paper,https://doi.org/10.23860/diss-4348,,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-63537e052071,Quantitative Investment and Stock Price Crash Risk in China: Perspective of Quantitative Mutual Funds Holdings,paper,https://doi.org/10.2139/ssrn.4649062,,2026-06-23,,risk,risk-control,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-87ec765a4c8a,Quantitative Investment and Stock Price Crash Risk in China: Perspective of Quantitative Mutual Funds Holdings,paper,https://doi.org/10.2139/ssrn.4889030,,2026-06-23,,risk,risk-control,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-a8da0af25bc1,Optimized Stock Selection Models,paper,https://doi.org/10.1057/9780230501874_10,2002,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-edca8575127c,Implementation of Magic Formula and Acquirer’s Multiple Stock Investment Strategy in The Indonesia Stock Exchange,paper,https://doi.org/10.47191/ijcsrr/v5-i12-10,2022,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-b58c7bc539b6,Foreign direct investment in the Caribbean: a quantitative investigation,paper,https://doi.org/10.4324/9780203463116-14,2002,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-92d84dedd080,Business strategy and stock price crash risk: The mediating role of financial constraints,paper,https://doi.org/10.21511/imfi.21(3).2024.09,2024,2026-06-23,,risk,risk-control,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-458739c1a7d4,An Empirical Study on Quantitative Investment Stock Selection Strategy Based on Fundamental Factors and Coefficients Combined with Entropy Method,paper,https://doi.org/10.4108/eai.18-11-2022.2327127,2023,2026-06-23,,multifactor,factor-model,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-1b60b7454889,Study on the investment choice of China's pension market—Based on the analysis of stock investment strategy,paper,https://doi.org/10.18686/fm.v2.638,2017,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-437a4de4e63c,Business Strategy and Dividend Policy and the Mediating role of Investment Spending: Evident from Tehran Stock Exchange,paper,https://doi.org/10.2139/ssrn.5087448,,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-db7028dbb2aa,An Empirical Research on the Investment Strategy of Stock Market based on Deep Reinforcement Learning model,paper,https://doi.org/10.5220/0007722000520058,2019,2026-06-23,,deep-learning,ml-baseline,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-f242bbc34222,Modelling on Stock Investment Valuation for Long-term Strategy,paper,https://doi.org/10.11648/j.jim.20190803.11,2019,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-3ba31e42a378,A Deep Graph Reinforcement Learning-Based Investment Strategy: Evidence from China's Stock Market,paper,https://doi.org/10.2139/ssrn.4725385,,2026-06-23,,deep-learning,ml-baseline,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-a12c4246afac,Research on Quantitative Investment Strategy Based on Multi-factor Stock Selection Model,paper,https://doi.org/10.2991/978-94-6463-246-0_22,2024,2026-06-23,,multifactor,factor-model,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-45653d2a3928,"Table 1: Qualitative and quantitative analysis of actor-critic RL models using real-time stock markets test (RTSM), stock markets simulation test (SMST), and application of other methods (AOM) in the investment area.",paper,https://doi.org/10.7717/peerj-cs.2690/table-1,,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-9988dc7e7e0a,Stock Investment Strategy Using a Regression Model,paper,https://doi.org/10.1201/9781032618241-8,2024,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-f3e5a3ad5961,Stock Investment Strategy Using a Z-Score,paper,https://doi.org/10.1201/9781032618241-11,2024,2026-06-23,,,,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-320d9b4cb67b,Quantitative Tax‐Aware Portfolio Management and Concentrated Stock,paper,https://doi.org/10.1002/9780470883761.ch10,2012,2026-06-23,,portfolio,portfolio-construction,crossref_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-e5f35a04a501,Recent Quant Links from Quantocracy as of 06/21/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06212026/,"Mon, 22 Jun 2026 05:15:06 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-561528903ba4,Recent Quant Links from Quantocracy as of 06/17/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06172026/,"Thu, 18 Jun 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-2172d8f41e04,Recent Quant Links from Quantocracy as of 06/16/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06162026/,"Wed, 17 Jun 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-b26e510a9ddd,Recent Quant Links from Quantocracy as of 06/12/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06122026/,"Sat, 13 Jun 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-a0d449752a7a,Recent Quant Links from Quantocracy as of 06/09/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06092026/,"Wed, 10 Jun 2026 05:15:04 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-cc6f8ab08f9c,Recent Quant Links from Quantocracy as of 06/06/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06062026/,"Sun, 07 Jun 2026 05:15:04 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-cc4d84e6d329,Recent Quant Links from Quantocracy as of 06/04/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06042026/,"Fri, 05 Jun 2026 05:15:07 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-8360621b9b68,Recent Quant Links from Quantocracy as of 06/01/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-06012026/,"Tue, 02 Jun 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-62e549c8907c,Recent Quant Links from Quantocracy as of 05/30/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-05302026/,"Sun, 31 May 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
INT-AUTO-be5832c6a4f7,Recent Quant Links from Quantocracy as of 05/27/2026,research_report,https://quantocracy.com/recent-quant-links-from-quantocracy-as-of-05272026/,"Thu, 28 May 2026 05:15:05 +0000",2026-06-23,,,,rss_metadata,,,,,,screen,collected,T5.2,
